fajl,godina,mjesec_kraja,zemlja,dolasci,nocenja,struktura_%,prosjecan_boravak
TUR_02_2022_12.pdf,2022,12,Sjedinjene Amerićke Države,29247.0,66303.0,3.3,2.3
TUR_02_2022_12.pdf,2022,12,Brazil,2154.0,5582.0,0.3,2.6
TUR_02_2022_12.pdf,2022,12,Bahrein,7688.0,21044.0,1.1,2.7
TUR_02_2022_12.pdf,2022,12,Indija,1808.0,3998.0,0.2,2.2
TUR_02_2022_12.pdf,2022,12,Iran,354.0,1129.0,0.1,3.2
TUR_02_2022_12.pdf,2022,12,Izrael,7523.0,18515.0,0.9,2.5
TUR_02_2022_12.pdf,2022,12,Japan,643.0,1829.0,0.1,2.8
TUR_02_2022_12.pdf,2022,12,Katar,3648.0,10346.0,0.5,2.8
TUR_02_2022_12.pdf,2022,12,Kina,5217.0,11329.0,0.6,2.2
TUR_02_2022_12.pdf,2022,12,Kuvajt,12258.0,46255.0,2.3,3.8
TUR_02_2022_12.pdf,2022,12,Oman,12623.0,29698.0,1.5,2.4
TUR_02_2022_12.pdf,2022,12,Saudijska Arabija,33552.0,80834.0,4.1,2.4
TUR_02_2022_12.pdf,2022,12,UAE,33610.0,102174.0,5.1,3.0
TUR_02_2022_12.pdf,2022,12,Australija,3778.0,8321.0,0.4,2.2
TUR_02_2022_12.pdf,2022,12,Novi Zeland,400.0,926.0,0.0,2.3
TUR_02_2022_12.pdf,2022,12,Hoteli i sličan smještaj,1404947.0,2994245.0,,
TUR_02_2022_12.pdf,2022,12,Odmarališta i slični objekti za kraći odmor,37584.0,95137.0,,
TUR_02_2022_12.pdf,2022,12,Kampovi i prostori za kampiranje,13294.0,23909.0,,
TUR_02_2022_12.pdf,2022,12,Ostali smještaj,8391.0,81390.0,,
TUR_02_2022_12.pdf,2022,12,Hoteli i sličan smještaj,529603.0,1092239.0,,
TUR_02_2022_12.pdf,2022,12,Odmarališta i slični objekti za kraći odmor,18584.0,38476.0,,
TUR_02_2022_12.pdf,2022,12,Kampovi i prostori za kampiranje,1412.0,2627.0,,
TUR_02_2022_12.pdf,2022,12,Ostali smještaj,7091.0,74660.0,,
TUR_02_2022_12.pdf,2022,12,Hoteli i sličan smještaj,875344.0,1902006.0,,
TUR_02_2022_12.pdf,2022,12,Odmarališta i slični objekti za kraći odmor,19000.0,56661.0,,
TUR_02_2022_12.pdf,2022,12,Kampovi i prostori za kampiranje,11882.0,21282.0,,
TUR_02_2022_12.pdf,2022,12,Ostali smještaj,1300.0,6730.0,,
TUR_02_2023_12.pdf,2023,12,Albanija,3810.0,10966.0,0.4,2.9
TUR_02_2023_12.pdf,2023,12,Austrija,35591.0,70588.0,2.8,2.0
TUR_02_2023_12.pdf,2023,12,Belgija,6918.0,15643.0,0.6,2.3
TUR_02_2023_12.pdf,2023,12,Bugarska,6981.0,13177.0,0.5,1.9
TUR_02_2023_12.pdf,2023,12,Crna Gora,30121.0,65883.0,2.6,2.2
TUR_02_2023_12.pdf,2023,12,Češka,8384.0,15638.0,0.6,1.9
TUR_02_2023_12.pdf,2023,12,Danska,5177.0,13828.0,0.6,2.7
TUR_02_2023_12.pdf,2023,12,Estonija,655.0,1406.0,0.1,2.1
TUR_02_2023_12.pdf,2023,12,Finska,1707.0,3393.0,0.1,2.0
TUR_02_2023_12.pdf,2023,12,Francuska,18175.0,52898.0,2.1,2.9
TUR_02_2023_12.pdf,2023,12,Grčka,6715.0,14115.0,0.6,2.1
TUR_02_2023_12.pdf,2023,12,Nizozemska/Holandija,18759.0,45714.0,1.8,2.4
TUR_02_2023_12.pdf,2023,12,Hrvatska,165975.0,370726.0,14.9,2.2
TUR_02_2023_12.pdf,2023,12,Irska,3182.0,10029.0,0.4,3.2
TUR_02_2023_12.pdf,2023,12,Island,439.0,993.0,0.0,2.3
TUR_02_2023_12.pdf,2023,12,Italija,26624.0,56465.0,2.3,2.1
TUR_02_2023_12.pdf,2023,12,Kipar,833.0,1470.0,0.1,1.8
TUR_02_2023_12.pdf,2023,12,Latvija,972.0,2689.0,0.1,2.8
TUR_02_2023_12.pdf,2023,12,Litvanija,1147.0,1841.0,0.1,1.6
TUR_02_2023_12.pdf,2023,12,Luksemburg,1063.0,2377.0,0.1,2.2
TUR_02_2023_12.pdf,2023,12,Mađarska,17666.0,34136.0,1.4,1.9
TUR_02_2023_12.pdf,2023,12,Malta,1162.0,2479.0,0.1,2.1
TUR_02_2023_12.pdf,2023,12,Norveška,4398.0,9394.0,0.4,2.1
TUR_02_2023_12.pdf,2023,12,Njemačka,55280.0,118352.0,4.8,2.1
TUR_02_2023_12.pdf,2023,12,Poljska,23329.0,56596.0,2.3,2.4
TUR_02_2023_12.pdf,2023,12,Portugal,2500.0,5945.0,0.2,2.4
TUR_02_2023_12.pdf,2023,12,Rumunija,5918.0,11147.0,0.4,1.9
TUR_02_2023_12.pdf,2023,12,Rusija,9635.0,18148.0,0.7,1.9
TUR_02_2023_12.pdf,2023,12,Sjeverna Makedonija,13853.0,28047.0,1.1,2.0
TUR_02_2023_12.pdf,2023,12,Slovačka,6297.0,12556.0,0.5,2.0
TUR_02_2023_12.pdf,2023,12,Slovenija,77700.0,168468.0,6.8,2.2
TUR_02_2023_12.pdf,2023,12,Srbija,148893.0,307660.0,12.4,2.1
TUR_02_2023_12.pdf,2023,12,Španija,10335.0,22717.0,0.9,2.2
TUR_02_2023_12.pdf,2023,12,Lihtenštajn),14497.0,29712.0,1.2,2.0
TUR_02_2023_12.pdf,2023,12,Švedska,11666.0,26534.0,1.1,2.3
TUR_02_2023_12.pdf,2023,12,Turska,141876.0,199819.0,8.0,1.4
TUR_02_2023_12.pdf,2023,12,Ujedinjeno Kraljevstvo,14019.0,36240.0,1.5,2.6
TUR_02_2023_12.pdf,2023,12,Ukrajina,2408.0,5511.0,0.2,2.3
TUR_02_2023_12.pdf,2023,12,Egipat,806.0,2583.0,0.1,3.2
TUR_02_2023_12.pdf,2023,12,Južnoafrička Republika,427.0,819.0,0.0,1.9
TUR_02_2023_12.pdf,2023,12,Kanada,5803.0,13066.0,0.5,2.3
TUR_02_2023_12.pdf,2023,12,Brazil,3565.0,7070.0,0.3,2.0
TUR_02_2023_12.pdf,2023,12,Srednje Amerike,6814.0,12596.0,0.5,1.8
TUR_02_2023_12.pdf,2023,12,Bahrein,4029.0,11494.0,0.5,2.9
TUR_02_2023_12.pdf,2023,12,Indija,3109.0,6192.0,0.2,2.0
TUR_02_2023_12.pdf,2023,12,Iran,407.0,1209.0,0.0,3.0
TUR_02_2023_12.pdf,2023,12,Izrael,10818.0,25976.0,1.0,2.4
TUR_02_2023_12.pdf,2023,12,Japan,1745.0,3098.0,0.1,1.8
TUR_02_2023_12.pdf,2023,12,"Južna,Koreja",12860.0,16717.0,0.7,1.3
TUR_02_2023_12.pdf,2023,12,Katar,3986.0,13173.0,0.5,3.3
TUR_02_2023_12.pdf,2023,12,Kina,30283.0,42769.0,1.7,1.4
TUR_02_2023_12.pdf,2023,12,Kuvajt,14170.0,53508.0,2.1,3.8
TUR_02_2023_12.pdf,2023,12,Malezija,12935.0,16032.0,0.6,1.2
TUR_02_2023_12.pdf,2023,12,Oman,15311.0,36706.0,1.5,2.4
TUR_02_2023_12.pdf,2023,12,Saudijska Arabija,52336.0,125639.0,5.0,2.4
TUR_02_2023_12.pdf,2023,12,Emirati,25825.0,78310.0,3.1,3.0
TUR_02_2023_12.pdf,2023,12,Australija,8650.0,19686.0,0.8,2.3
TUR_02_2023_12.pdf,2023,12,Novi Zeland,887.0,2087.0,0.1,2.4
TUR_02_2023_12.pdf,2023,12,Hoteli i sličan smještaj,1664913.0,3437131.0,,
TUR_02_2023_12.pdf,2023,12,Ostali smještaj,8271.0,73352.0,,
TUR_02_2023_12.pdf,2023,12,Hoteli i sličan smještaj,520802.0,1049389.0,,
TUR_02_2023_12.pdf,2023,12,Ostali smještaj,6410.0,60976.0,,
TUR_02_2023_12.pdf,2023,12,Hoteli i sličan smještaj,1144111.0,2387742.0,,
TUR_02_2023_12.pdf,2023,12,Ostali smještaj,1861.0,12376.0,,
TUR_02_2024_12.pdf,2024,12,Hoteli smještaj i sličan,1863488.0,3769854.0,,
TUR_02_2024_12.pdf,2024,12,Ostali smještaj,9447.0,84767.0,,
TUR_02_2024_12.pdf,2024,12,Hoteli smještaj i sličan,529784.0,1058626.0,,
TUR_02_2024_12.pdf,2024,12,Ostali smještaj,7259.0,69810.0,,
TUR_02_2024_12.pdf,2024,12,Hoteli smještaj i sličan,1333704.0,2711228.0,,
TUR_02_2024_12.pdf,2024,12,Ostali smještaj,2188.0,14957.0,,
TUR_02_2024_12.pdf,2024,12,Albanija,3689.0,8111.0,0.3,2.2
TUR_02_2024_12.pdf,2024,12,Austrija,36928.0,69785.0,2.5,1.9
TUR_02_2024_12.pdf,2024,12,Belgija,7272.0,16612.0,0.6,2.3
TUR_02_2024_12.pdf,2024,12,Bugarska,9644.0,20650.0,0.7,2.1
TUR_02_2024_12.pdf,2024,12,Crna Gora,30754.0,69191.0,2.5,2.2
TUR_02_2024_12.pdf,2024,12,Češka,8498.0,16548.0,0.6,1.9
TUR_02_2024_12.pdf,2024,12,Danska,4732.0,12420.0,0.4,2.6
TUR_02_2024_12.pdf,2024,12,Estonija,592.0,1313.0,0.0,2.2
TUR_02_2024_12.pdf,2024,12,Finska,1855.0,3748.0,0.1,2.0
TUR_02_2024_12.pdf,2024,12,Francuska,19523.0,62283.0,2.2,3.2
TUR_02_2024_12.pdf,2024,12,Grčka,7367.0,17293.0,0.6,2.3
TUR_02_2024_12.pdf,2024,12,Nizozemska/Holandija,20117.0,48366.0,1.7,2.4
TUR_02_2024_12.pdf,2024,12,Hrvatska,174405.0,392808.0,13.9,2.3
TUR_02_2024_12.pdf,2024,12,Irska,4701.0,15383.0,0.5,3.3
TUR_02_2024_12.pdf,2024,12,Island,284.0,625.0,0.0,2.2
TUR_02_2024_12.pdf,2024,12,Italija,35070.0,80972.0,2.9,2.3
TUR_02_2024_12.pdf,2024,12,Kipar,1529.0,2388.0,0.1,1.6
TUR_02_2024_12.pdf,2024,12,Latvija,819.0,2584.0,0.1,3.2
TUR_02_2024_12.pdf,2024,12,Litvanija,1309.0,3458.0,0.1,2.6
TUR_02_2024_12.pdf,2024,12,Luksemburg,1469.0,3556.0,0.1,2.4
TUR_02_2024_12.pdf,2024,12,Mađarska,19141.0,35667.0,1.3,1.9
TUR_02_2024_12.pdf,2024,12,Malta,1867.0,3889.0,0.1,2.1
TUR_02_2024_12.pdf,2024,12,Norveška,4248.0,9701.0,0.3,2.3
TUR_02_2024_12.pdf,2024,12,Njemačka,56094.0,120794.0,4.3,2.2
TUR_02_2024_12.pdf,2024,12,Poljska,32814.0,74667.0,2.6,2.3
TUR_02_2024_12.pdf,2024,12,Portugal,3618.0,6455.0,0.2,1.8
TUR_02_2024_12.pdf,2024,12,Rumunija,7817.0,19749.0,0.7,2.5
TUR_02_2024_12.pdf,2024,12,Rusija,10076.0,19952.0,0.7,2.0
TUR_02_2024_12.pdf,2024,12,Sjeverna Makedonija,14052.0,26701.0,0.9,1.9
TUR_02_2024_12.pdf,2024,12,Slovačka,7018.0,15099.0,0.5,2.2
TUR_02_2024_12.pdf,2024,12,Slovenija,77961.0,168132.0,6.0,2.2
TUR_02_2024_12.pdf,2024,12,Srbija,156744.0,326969.0,11.6,2.1
TUR_02_2024_12.pdf,2024,12,Španija,14063.0,29141.0,1.0,2.1
TUR_02_2024_12.pdf,2024,12,Švedska,10356.0,24092.0,0.9,2.3
TUR_02_2024_12.pdf,2024,12,Turska,205831.0,275389.0,9.8,1.3
TUR_02_2024_12.pdf,2024,12,Ujedinjeno Kraljevstvo,21662.0,56011.0,2.0,2.6
TUR_02_2024_12.pdf,2024,12,Ukrajina,3196.0,9345.0,0.3,2.9
TUR_02_2024_12.pdf,2024,12,Ostale zemlje evropske,4075.0,11798.0,0.4,2.9
TUR_02_2024_12.pdf,2024,12,Egipat,963.0,3466.0,0.1,3.6
TUR_02_2024_12.pdf,2024,12,Južnoafrička Republika,562.0,1514.0,0.1,2.7
TUR_02_2024_12.pdf,2024,12,Kanada,7142.0,15540.0,0.6,2.2
TUR_02_2024_12.pdf,2024,12,Ostale američke sjeverno- zemlje,3049.0,6653.0,0.2,2.2
TUR_02_2024_12.pdf,2024,12,Brazil,5451.0,9568.0,0.3,1.8
TUR_02_2024_12.pdf,2024,12,Ostale Srednje zemlje Amerike Južne i,8017.0,15029.0,0.5,1.9
TUR_02_2024_12.pdf,2024,12,Bahrein,1192.0,3050.0,0.1,2.6
TUR_02_2024_12.pdf,2024,12,Indija,3240.0,6363.0,0.2,2.0
TUR_02_2024_12.pdf,2024,12,Iran,316.0,1118.0,0.0,3.5
TUR_02_2024_12.pdf,2024,12,Izrael,10971.0,28835.0,1.0,2.6
TUR_02_2024_12.pdf,2024,12,Japan,2557.0,3853.0,0.1,1.5
TUR_02_2024_12.pdf,2024,12,"Južna,Koreja",9726.0,13508.0,0.5,1.4
TUR_02_2024_12.pdf,2024,12,Katar,3033.0,10110.0,0.4,3.3
TUR_02_2024_12.pdf,2024,12,Kina,74996.0,94692.0,3.4,1.3
TUR_02_2024_12.pdf,2024,12,Kuvajt,14745.0,51506.0,1.8,3.5
TUR_02_2024_12.pdf,2024,12,Malezija,9537.0,12658.0,0.4,1.3
TUR_02_2024_12.pdf,2024,12,Oman,1153.0,2799.0,0.1,2.4
TUR_02_2024_12.pdf,2024,12,Saudijska Arabija,91994.0,213664.0,7.6,2.3
TUR_02_2024_12.pdf,2024,12,Ujedinjeni Emirati Arapski,16869.0,51649.0,1.8,3.1
TUR_02_2024_12.pdf,2024,12,Australija,9444.0,21281.0,0.8,2.3
TUR_02_2024_12.pdf,2024,12,Novi Zeland,1176.0,2871.0,0.1,2.4
TUR_02_2024_12.pdf,2024,12,Ostale okeanije zemlje,921.0,1306.0,0.0,1.4
TUR_02_2025_12.pdf,2025,12,Hoteli smještaj i sličan,1888026.0,3824958.0,,
TUR_02_2025_12.pdf,2025,12,Ostali smještaj,10174.0,89861.0,,
TUR_02_2025_12.pdf,2025,12,Hoteli smještaj i sličan,543732.0,1094988.0,,
TUR_02_2025_12.pdf,2025,12,Ostali smještaj,7906.0,73933.0,,
TUR_02_2025_12.pdf,2025,12,Hoteli smještaj i sličan,1344294.0,2729970.0,,
TUR_02_2025_12.pdf,2025,12,Ostali smještaj,2268.0,15928.0,,
TUR_02_2025_12.pdf,2025,12,Albanija,3874.0,7657.0,0.3,2.0
TUR_02_2025_12.pdf,2025,12,Austrija,39227.0,75808.0,2.6,1.9
TUR_02_2025_12.pdf,2025,12,Belgija,7168.0,16473.0,0.6,2.3
TUR_02_2025_12.pdf,2025,12,Bugarska,10207.0,20648.0,0.7,2.0
TUR_02_2025_12.pdf,2025,12,Crna Gora,35608.0,82524.0,2.9,2.3
TUR_02_2025_12.pdf,2025,12,Češka,8630.0,16549.0,0.6,1.9
TUR_02_2025_12.pdf,2025,12,Danska,5773.0,15338.0,0.5,2.7
TUR_02_2025_12.pdf,2025,12,Estonija,796.0,1627.0,0.1,2.0
TUR_02_2025_12.pdf,2025,12,Finska,1790.0,3787.0,0.1,2.1
TUR_02_2025_12.pdf,2025,12,Francuska,21994.0,70126.0,2.4,3.2
TUR_02_2025_12.pdf,2025,12,Grčka,7015.0,14053.0,0.5,2.0
TUR_02_2025_12.pdf,2025,12,Nizozemska/Holandija,20921.0,50915.0,1.8,2.4
TUR_02_2025_12.pdf,2025,12,Hrvatska,180648.0,405633.0,14.1,2.2
TUR_02_2025_12.pdf,2025,12,Irska,5772.0,14069.0,0.5,2.4
TUR_02_2025_12.pdf,2025,12,Island,439.0,1102.0,0.0,2.5
TUR_02_2025_12.pdf,2025,12,Italija,38362.0,88267.0,3.1,2.3
TUR_02_2025_12.pdf,2025,12,Kipar,996.0,1939.0,0.1,1.9
TUR_02_2025_12.pdf,2025,12,Latvija,1472.0,4703.0,0.2,3.2
TUR_02_2025_12.pdf,2025,12,Litvanija,1325.0,2537.0,0.1,1.9
TUR_02_2025_12.pdf,2025,12,Luksemburg,1243.0,2942.0,0.1,2.4
TUR_02_2025_12.pdf,2025,12,Mađarska,17979.0,36045.0,1.3,2.0
TUR_02_2025_12.pdf,2025,12,Malta,807.0,1819.0,0.1,2.3
TUR_02_2025_12.pdf,2025,12,Norveška,4883.0,10886.0,0.4,2.2
TUR_02_2025_12.pdf,2025,12,Njemačka,58972.0,127486.0,4.4,2.2
TUR_02_2025_12.pdf,2025,12,Poljska,32629.0,85809.0,3.0,2.6
TUR_02_2025_12.pdf,2025,12,Portugal,2363.0,4481.0,0.2,1.9
TUR_02_2025_12.pdf,2025,12,Rumunija,7925.0,17766.0,0.6,2.2
TUR_02_2025_12.pdf,2025,12,Rusija,11737.0,22082.0,0.8,1.9
TUR_02_2025_12.pdf,2025,12,Sjeverna Makedonija,13423.0,25721.0,0.9,1.9
TUR_02_2025_12.pdf,2025,12,Slovačka,6821.0,14247.0,0.5,2.1
TUR_02_2025_12.pdf,2025,12,Slovenija,78046.0,170512.0,5.9,2.2
TUR_02_2025_12.pdf,2025,12,Srbija,149245.0,312063.0,10.9,2.1
TUR_02_2025_12.pdf,2025,12,Španija,15341.0,31203.0,1.1,2.0
TUR_02_2025_12.pdf,2025,12,Švedska,13705.0,32664.0,1.1,2.4
TUR_02_2025_12.pdf,2025,12,Turska,193765.0,277588.0,9.7,1.4
TUR_02_2025_12.pdf,2025,12,Ujedinjeno Kraljevstvo,25929.0,63632.0,2.2,2.5
TUR_02_2025_12.pdf,2025,12,Ukrajina,3502.0,8913.0,0.3,2.5
TUR_02_2025_12.pdf,2025,12,Ostale zemlje evropske,4727.0,9821.0,0.3,2.1
TUR_02_2025_12.pdf,2025,12,Egipat,1318.0,4680.0,0.2,3.6
TUR_02_2025_12.pdf,2025,12,Južnoafrička Republika,804.0,1757.0,0.1,2.2
TUR_02_2025_12.pdf,2025,12,Kanada,8252.0,17264.0,0.6,2.1
TUR_02_2025_12.pdf,2025,12,Ostale američke sjeverno- zemlje,2960.0,6231.0,0.2,2.1
TUR_02_2025_12.pdf,2025,12,Brazil,4674.0,9567.0,0.3,2.0
TUR_02_2025_12.pdf,2025,12,Ostale Srednje zemlje Amerike Južne i,8776.0,18818.0,0.7,2.1
TUR_02_2025_12.pdf,2025,12,Bahrein,1873.0,5312.0,0.2,2.8
TUR_02_2025_12.pdf,2025,12,Indija,5016.0,9005.0,0.3,1.8
TUR_02_2025_12.pdf,2025,12,Iran,204.0,420.0,0.0,2.1
TUR_02_2025_12.pdf,2025,12,Izrael,18079.0,44492.0,1.6,2.5
TUR_02_2025_12.pdf,2025,12,Japan,2912.0,4423.0,0.2,1.5
TUR_02_2025_12.pdf,2025,12,Južna Koreja,7409.0,10437.0,0.4,1.4
TUR_02_2025_12.pdf,2025,12,Katar,2172.0,7420.0,0.3,3.4
TUR_02_2025_12.pdf,2025,12,Kina,90832.0,108323.0,3.8,1.2
TUR_02_2025_12.pdf,2025,12,Kuvajt,12915.0,45684.0,1.6,3.5
TUR_02_2025_12.pdf,2025,12,Malezija,10235.0,13835.0,0.5,1.4
TUR_02_2025_12.pdf,2025,12,Oman,4295.0,9854.0,0.3,2.3
TUR_02_2025_12.pdf,2025,12,Saudijska Arabija,68081.0,159377.0,5.6,2.3
TUR_02_2025_12.pdf,2025,12,Ujedinjeni Emirati Arapski,12079.0,36825.0,1.3,3.0
TUR_02_2025_12.pdf,2025,12,Australija,10117.0,20818.0,0.7,2.1
TUR_02_2025_12.pdf,2025,12,Novi Zeland,1092.0,2452.0,0.1,2.2
TUR_02_2025_12.pdf,2025,12,Ostale okeanije zemlje,1574.0,2436.0,0.1,1.5
